+---------+--------------+-------------+
| Decimal |   Binario    | Hexadecimal |
|   1551  | 11000001111  |     60F     |
|   1552  | 11000010000  |     610     |
|   1553  | 11000010001  |     611     |
|   1554  | 11000010010  |     612     |
|   1555  | 11000010011  |     613     |
|   1556  | 11000010100  |     614     |
|   1557  | 11000010101  |     615     |
|   1558  | 11000010110  |     616     |
|   1559  | 11000010111  |     617     |
|   1560  | 11000011000  |     618     |
|   1561  | 11000011001  |     619     |
|   1562  | 11000011010  |     61A     |
|   1563  | 11000011011  |     61B     |
|   1564  | 11000011100  |     61C     |
|   1565  | 11000011101  |     61D     |
|   1566  | 11000011110  |     61E     |
|   1567  | 11000011111  |     61F     |
|   1568  | 11000100000  |     620     |
|   1569  | 11000100001  |     621     |
|   1570  | 11000100010  |     622     |
|   1571  | 11000100011  |     623     |
|   1572  | 11000100100  |     624     |
|   1573  | 11000100101  |     625     |
|   1574  | 11000100110  |     626     |
|   1575  | 11000100111  |     627     |
|   1576  | 11000101000  |     628     |
|   1577  | 11000101001  |     629     |
|   1578  | 11000101010  |     62A     |
|   1579  | 11000101011  |     62B     |
|   1580  | 11000101100  |     62C     |
|   1581  | 11000101101  |     62D     |
|   1582  | 11000101110  |     62E     |
|   1583  | 11000101111  |     62F     |
|   1584  | 11000110000  |     630     |
|   1585  | 11000110001  |     631     |
|   1586  | 11000110010  |     632     |
|   1587  | 11000110011  |     633     |
|   1588  | 11000110100  |     634     |
|   1589  | 11000110101  |     635     |
|   1590  | 11000110110  |     636     |
|   1591  | 11000110111  |     637     |
|   1592  | 11000111000  |     638     |
|   1593  | 11000111001  |     639     |
|   1594  | 11000111010  |     63A     |
|   1595  | 11000111011  |     63B     |
|   1596  | 11000111100  |     63C     |
|   1597  | 11000111101  |     63D     |
|   1598  | 11000111110  |     63E     |
|   1599  | 11000111111  |     63F     |
|   1600  | 11001000000  |     640     |
|   1601  | 11001000001  |     641     |
|   1602  | 11001000010  |     642     |
|   1603  | 11001000011  |     643     |
|   1604  | 11001000100  |     644     |
|   1605  | 11001000101  |     645     |
|   1606  | 11001000110  |     646     |
|   1607  | 11001000111  |     647     |
|   1608  | 11001001000  |     648     |
|   1609  | 11001001001  |     649     |
|   1610  | 11001001010  |     64A     |
|   1611  | 11001001011  |     64B     |
|   1612  | 11001001100  |     64C     |
|   1613  | 11001001101  |     64D     |
|   1614  | 11001001110  |     64E     |
|   1615  | 11001001111  |     64F     |
|   1616  | 11001010000  |     650     |
|   1617  | 11001010001  |     651     |
|   1618  | 11001010010  |     652     |
|   1619  | 11001010011  |     653     |
|   1620  | 11001010100  |     654     |
|   1621  | 11001010101  |     655     |
|   1622  | 11001010110  |     656     |
|   1623  | 11001010111  |     657     |
|   1624  | 11001011000  |     658     |
|   1625  | 11001011001  |     659     |
|   1626  | 11001011010  |     65A     |
|   1627  | 11001011011  |     65B     |
|   1628  | 11001011100  |     65C     |
|   1629  | 11001011101  |     65D     |
|   1630  | 11001011110  |     65E     |
|   1631  | 11001011111  |     65F     |
|   1632  | 11001100000  |     660     |
|   1633  | 11001100001  |     661     |
|   1634  | 11001100010  |     662     |
|   1635  | 11001100011  |     663     |
|   1636  | 11001100100  |     664     |
|   1637  | 11001100101  |     665     |
|   1638  | 11001100110  |     666     |
|   1639  | 11001100111  |     667     |
|   1640  | 11001101000  |     668     |
|   1641  | 11001101001  |     669     |
|   1642  | 11001101010  |     66A     |
|   1643  | 11001101011  |     66B     |
|   1644  | 11001101100  |     66C     |
|   1645  | 11001101101  |     66D     |
|   1646  | 11001101110  |     66E     |
|   1647  | 11001101111  |     66F     |
|   1648  | 11001110000  |     670     |
|   1649  | 11001110001  |     671     |
|   1650  | 11001110010  |     672     |
|   1651  | 11001110011  |     673     |
|   1652  | 11001110100  |     674     |
|   1653  | 11001110101  |     675     |
|   1654  | 11001110110  |     676     |
|   1655  | 11001110111  |     677     |
|   1656  | 11001111000  |     678     |
|   1657  | 11001111001  |     679     |
|   1658  | 11001111010  |     67A     |
|   1659  | 11001111011  |     67B     |
|   1660  | 11001111100  |     67C     |
|   1661  | 11001111101  |     67D     |
|   1662  | 11001111110  |     67E     |
|   1663  | 11001111111  |     67F     |
|   1664  | 11010000000  |     680     |
|   1665  | 11010000001  |     681     |
|   1666  | 11010000010  |     682     |
|   1667  | 11010000011  |     683     |
|   1668  | 11010000100  |     684     |
|   1669  | 11010000101  |     685     |
|   1670  | 11010000110  |     686     |
|   1671  | 11010000111  |     687     |
|   1672  | 11010001000  |     688     |
|   1673  | 11010001001  |     689     |
|   1674  | 11010001010  |     68A     |
|   1675  | 11010001011  |     68B     |
|   1676  | 11010001100  |     68C     |
|   1677  | 11010001101  |     68D     |
|   1678  | 11010001110  |     68E     |
|   1679  | 11010001111  |     68F     |
|   1680  | 11010010000  |     690     |
|   1681  | 11010010001  |     691     |
|   1682  | 11010010010  |     692     |
|   1683  | 11010010011  |     693     |
|   1684  | 11010010100  |     694     |
|   1685  | 11010010101  |     695     |
|   1686  | 11010010110  |     696     |
|   1687  | 11010010111  |     697     |
|   1688  | 11010011000  |     698     |
|   1689  | 11010011001  |     699     |
|   1690  | 11010011010  |     69A     |
|   1691  | 11010011011  |     69B     |
|   1692  | 11010011100  |     69C     |
|   1693  | 11010011101  |     69D     |
|   1694  | 11010011110  |     69E     |
|   1695  | 11010011111  |     69F     |
|   1696  | 11010100000  |     6A0     |
|   1697  | 11010100001  |     6A1     |
|   1698  | 11010100010  |     6A2     |
|   1699  | 11010100011  |     6A3     |
|   1700  | 11010100100  |     6A4     |
|   1701  | 11010100101  |     6A5     |
|   1702  | 11010100110  |     6A6     |
|   1703  | 11010100111  |     6A7     |
|   1704  | 11010101000  |     6A8     |
|   1705  | 11010101001  |     6A9     |
|   1706  | 11010101010  |     6AA     |
|   1707  | 11010101011  |     6AB     |
|   1708  | 11010101100  |     6AC     |
|   1709  | 11010101101  |     6AD     |
|   1710  | 11010101110  |     6AE     |
|   1711  | 11010101111  |     6AF     |
|   1712  | 11010110000  |     6B0     |
|   1713  | 11010110001  |     6B1     |
|   1714  | 11010110010  |     6B2     |
|   1715  | 11010110011  |     6B3     |
|   1716  | 11010110100  |     6B4     |
|   1717  | 11010110101  |     6B5     |
|   1718  | 11010110110  |     6B6     |
|   1719  | 11010110111  |     6B7     |
|   1720  | 11010111000  |     6B8     |
|   1721  | 11010111001  |     6B9     |
|   1722  | 11010111010  |     6BA     |
|   1723  | 11010111011  |     6BB     |
|   1724  | 11010111100  |     6BC     |
|   1725  | 11010111101  |     6BD     |
|   1726  | 11010111110  |     6BE     |
|   1727  | 11010111111  |     6BF     |
|   1728  | 11011000000  |     6C0     |
|   1729  | 11011000001  |     6C1     |
|   1730  | 11011000010  |     6C2     |
|   1731  | 11011000011  |     6C3     |
|   1732  | 11011000100  |     6C4     |
|   1733  | 11011000101  |     6C5     |
|   1734  | 11011000110  |     6C6     |
|   1735  | 11011000111  |     6C7     |
|   1736  | 11011001000  |     6C8     |
|   1737  | 11011001001  |     6C9     |
|   1738  | 11011001010  |     6CA     |
|   1739  | 11011001011  |     6CB     |
|   1740  | 11011001100  |     6CC     |
|   1741  | 11011001101  |     6CD     |
|   1742  | 11011001110  |     6CE     |
|   1743  | 11011001111  |     6CF     |
|   1744  | 11011010000  |     6D0     |
|   1745  | 11011010001  |     6D1     |
|   1746  | 11011010010  |     6D2     |
|   1747  | 11011010011  |     6D3     |
|   1748  | 11011010100  |     6D4     |
|   1749  | 11011010101  |     6D5     |
|   1750  | 11011010110  |     6D6     |
|   1751  | 11011010111  |     6D7     |
|   1752  | 11011011000  |     6D8     |
|   1753  | 11011011001  |     6D9     |
|   1754  | 11011011010  |     6DA     |
|   1755  | 11011011011  |     6DB     |
|   1756  | 11011011100  |     6DC     |
|   1757  | 11011011101  |     6DD     |
|   1758  | 11011011110  |     6DE     |
|   1759  | 11011011111  |     6DF     |
|   1760  | 11011100000  |     6E0     |
|   1761  | 11011100001  |     6E1     |
|   1762  | 11011100010  |     6E2     |
|   1763  | 11011100011  |     6E3     |
|   1764  | 11011100100  |     6E4     |
|   1765  | 11011100101  |     6E5     |
|   1766  | 11011100110  |     6E6     |
|   1767  | 11011100111  |     6E7     |
|   1768  | 11011101000  |     6E8     |
|   1769  | 11011101001  |     6E9     |
|   1770  | 11011101010  |     6EA     |
|   1771  | 11011101011  |     6EB     |
|   1772  | 11011101100  |     6EC     |
|   1773  | 11011101101  |     6ED     |
|   1774  | 11011101110  |     6EE     |
|   1775  | 11011101111  |     6EF     |
|   1776  | 11011110000  |     6F0     |
|   1777  | 11011110001  |     6F1     |
|   1778  | 11011110010  |     6F2     |
|   1779  | 11011110011  |     6F3     |
|   1780  | 11011110100  |     6F4     |
|   1781  | 11011110101  |     6F5     |
|   1782  | 11011110110  |     6F6     |
|   1783  | 11011110111  |     6F7     |
|   1784  | 11011111000  |     6F8     |
|   1785  | 11011111001  |     6F9     |
|   1786  | 11011111010  |     6FA     |
|   1787  | 11011111011  |     6FB     |
|   1788  | 11011111100  |     6FC     |
|   1789  | 11011111101  |     6FD     |
|   1790  | 11011111110  |     6FE     |
|   1791  | 11011111111  |     6FF     |
|   1792  | 11100000000  |     700     |
|   1793  | 11100000001  |     701     |
|   1794  | 11100000010  |     702     |
|   1795  | 11100000011  |     703     |
|   1796  | 11100000100  |     704     |
|   1797  | 11100000101  |     705     |
|   1798  | 11100000110  |     706     |
|   1799  | 11100000111  |     707     |
|   1800  | 11100001000  |     708     |
|   1801  | 11100001001  |     709     |
|   1802  | 11100001010  |     70A     |
|   1803  | 11100001011  |     70B     |
|   1804  | 11100001100  |     70C     |
|   1805  | 11100001101  |     70D     |
|   1806  | 11100001110  |     70E     |
|   1807  | 11100001111  |     70F     |
|   1808  | 11100010000  |     710     |
|   1809  | 11100010001  |     711     |
|   1810  | 11100010010  |     712     |
|   1811  | 11100010011  |     713     |
|   1812  | 11100010100  |     714     |
|   1813  | 11100010101  |     715     |
|   1814  | 11100010110  |     716     |
|   1815  | 11100010111  |     717     |
|   1816  | 11100011000  |     718     |
|   1817  | 11100011001  |     719     |
|   1818  | 11100011010  |     71A     |
|   1819  | 11100011011  |     71B     |
|   1820  | 11100011100  |     71C     |
|   1821  | 11100011101  |     71D     |
|   1822  | 11100011110  |     71E     |
|   1823  | 11100011111  |     71F     |
|   1824  | 11100100000  |     720     |
|   1825  | 11100100001  |     721     |
|   1826  | 11100100010  |     722     |
|   1827  | 11100100011  |     723     |
|   1828  | 11100100100  |     724     |
|   1829  | 11100100101  |     725     |
|   1830  | 11100100110  |     726     |
|   1831  | 11100100111  |     727     |
|   1832  | 11100101000  |     728     |
|   1833  | 11100101001  |     729     |
|   1834  | 11100101010  |     72A     |
|   1835  | 11100101011  |     72B     |
|   1836  | 11100101100  |     72C     |
|   1837  | 11100101101  |     72D     |
|   1838  | 11100101110  |     72E     |
|   1839  | 11100101111  |     72F     |
|   1840  | 11100110000  |     730     |
|   1841  | 11100110001  |     731     |
|   1842  | 11100110010  |     732     |
|   1843  | 11100110011  |     733     |
|   1844  | 11100110100  |     734     |
|   1845  | 11100110101  |     735     |
|   1846  | 11100110110  |     736     |
|   1847  | 11100110111  |     737     |
|   1848  | 11100111000  |     738     |
|   1849  | 11100111001  |     739     |
|   1850  | 11100111010  |     73A     |
|   1851  | 11100111011  |     73B     |
|   1852  | 11100111100  |     73C     |
|   1853  | 11100111101  |     73D     |
|   1854  | 11100111110  |     73E     |
|   1855  | 11100111111  |     73F     |
|   1856  | 11101000000  |     740     |
|   1857  | 11101000001  |     741     |
|   1858  | 11101000010  |     742     |
|   1859  | 11101000011  |     743     |
|   1860  | 11101000100  |     744     |
|   1861  | 11101000101  |     745     |
|   1862  | 11101000110  |     746     |
|   1863  | 11101000111  |     747     |
|   1864  | 11101001000  |     748     |
|   1865  | 11101001001  |     749     |
|   1866  | 11101001010  |     74A     |
|   1867  | 11101001011  |     74B     |
|   1868  | 11101001100  |     74C     |
|   1869  | 11101001101  |     74D     |
|   1870  | 11101001110  |     74E     |
|   1871  | 11101001111  |     74F     |
|   1872  | 11101010000  |     750     |
|   1873  | 11101010001  |     751     |
|   1874  | 11101010010  |     752     |
|   1875  | 11101010011  |     753     |
|   1876  | 11101010100  |     754     |
|   1877  | 11101010101  |     755     |
|   1878  | 11101010110  |     756     |
|   1879  | 11101010111  |     757     |
|   1880  | 11101011000  |     758     |
|   1881  | 11101011001  |     759     |
|   1882  | 11101011010  |     75A     |
|   1883  | 11101011011  |     75B     |
|   1884  | 11101011100  |     75C     |
|   1885  | 11101011101  |     75D     |
|   1886  | 11101011110  |     75E     |
|   1887  | 11101011111  |     75F     |
|   1888  | 11101100000  |     760     |
|   1889  | 11101100001  |     761     |
|   1890  | 11101100010  |     762     |
|   1891  | 11101100011  |     763     |
|   1892  | 11101100100  |     764     |
|   1893  | 11101100101  |     765     |
|   1894  | 11101100110  |     766     |
|   1895  | 11101100111  |     767     |
|   1896  | 11101101000  |     768     |
|   1897  | 11101101001  |     769     |
|   1898  | 11101101010  |     76A     |
|   1899  | 11101101011  |     76B     |
|   1900  | 11101101100  |     76C     |
|   1901  | 11101101101  |     76D     |
|   1902  | 11101101110  |     76E     |
|   1903  | 11101101111  |     76F     |
|   1904  | 11101110000  |     770     |
|   1905  | 11101110001  |     771     |
|   1906  | 11101110010  |     772     |
|   1907  | 11101110011  |     773     |
|   1908  | 11101110100  |     774     |
|   1909  | 11101110101  |     775     |
|   1910  | 11101110110  |     776     |
|   1911  | 11101110111  |     777     |
|   1912  | 11101111000  |     778     |
|   1913  | 11101111001  |     779     |
|   1914  | 11101111010  |     77A     |
|   1915  | 11101111011  |     77B     |
|   1916  | 11101111100  |     77C     |
|   1917  | 11101111101  |     77D     |
|   1918  | 11101111110  |     77E     |
|   1919  | 11101111111  |     77F     |
|   1920  | 11110000000  |     780     |
|   1921  | 11110000001  |     781     |
|   1922  | 11110000010  |     782     |
|   1923  | 11110000011  |     783     |
|   1924  | 11110000100  |     784     |
|   1925  | 11110000101  |     785     |
|   1926  | 11110000110  |     786     |
|   1927  | 11110000111  |     787     |
|   1928  | 11110001000  |     788     |
|   1929  | 11110001001  |     789     |
|   1930  | 11110001010  |     78A     |
|   1931  | 11110001011  |     78B     |
|   1932  | 11110001100  |     78C     |
|   1933  | 11110001101  |     78D     |
|   1934  | 11110001110  |     78E     |
|   1935  | 11110001111  |     78F     |
|   1936  | 11110010000  |     790     |
|   1937  | 11110010001  |     791     |
|   1938  | 11110010010  |     792     |
|   1939  | 11110010011  |     793     |
|   1940  | 11110010100  |     794     |
|   1941  | 11110010101  |     795     |
|   1942  | 11110010110  |     796     |
|   1943  | 11110010111  |     797     |
|   1944  | 11110011000  |     798     |
|   1945  | 11110011001  |     799     |
|   1946  | 11110011010  |     79A     |
|   1947  | 11110011011  |     79B     |
|   1948  | 11110011100  |     79C     |
|   1949  | 11110011101  |     79D     |
|   1950  | 11110011110  |     79E     |
|   1951  | 11110011111  |     79F     |
|   1952  | 11110100000  |     7A0     |
|   1953  | 11110100001  |     7A1     |
|   1954  | 11110100010  |     7A2     |
|   1955  | 11110100011  |     7A3     |
|   1956  | 11110100100  |     7A4     |
|   1957  | 11110100101  |     7A5     |
|   1958  | 11110100110  |     7A6     |
|   1959  | 11110100111  |     7A7     |
|   1960  | 11110101000  |     7A8     |
|   1961  | 11110101001  |     7A9     |
|   1962  | 11110101010  |     7AA     |
|   1963  | 11110101011  |     7AB     |
|   1964  | 11110101100  |     7AC     |
|   1965  | 11110101101  |     7AD     |
|   1966  | 11110101110  |     7AE     |
|   1967  | 11110101111  |     7AF     |
|   1968  | 11110110000  |     7B0     |
|   1969  | 11110110001  |     7B1     |
|   1970  | 11110110010  |     7B2     |
|   1971  | 11110110011  |     7B3     |
|   1972  | 11110110100  |     7B4     |
|   1973  | 11110110101  |     7B5     |
|   1974  | 11110110110  |     7B6     |
|   1975  | 11110110111  |     7B7     |
|   1976  | 11110111000  |     7B8     |
|   1977  | 11110111001  |     7B9     |
|   1978  | 11110111010  |     7BA     |
|   1979  | 11110111011  |     7BB     |
|   1980  | 11110111100  |     7BC     |
|   1981  | 11110111101  |     7BD     |
|   1982  | 11110111110  |     7BE     |
|   1983  | 11110111111  |     7BF     |
|   1984  | 11111000000  |     7C0     |
|   1985  | 11111000001  |     7C1     |
|   1986  | 11111000010  |     7C2     |
|   1987  | 11111000011  |     7C3     |
|   1988  | 11111000100  |     7C4     |
|   1989  | 11111000101  |     7C5     |
|   1990  | 11111000110  |     7C6     |
|   1991  | 11111000111  |     7C7     |
|   1992  | 11111001000  |     7C8     |
|   1993  | 11111001001  |     7C9     |
|   1994  | 11111001010  |     7CA     |
|   1995  | 11111001011  |     7CB     |
|   1996  | 11111001100  |     7CC     |
|   1997  | 11111001101  |     7CD     |
|   1998  | 11111001110  |     7CE     |
|   1999  | 11111001111  |     7CF     |
|   2000  | 11111010000  |     7D0     |
|   2001  | 11111010001  |     7D1     |
|   2002  | 11111010010  |     7D2     |
|   2003  | 11111010011  |     7D3     |
|   2004  | 11111010100  |     7D4     |
|   2005  | 11111010101  |     7D5     |
|   2006  | 11111010110  |     7D6     |
|   2007  | 11111010111  |     7D7     |
|   2008  | 11111011000  |     7D8     |
|   2009  | 11111011001  |     7D9     |
|   2010  | 11111011010  |     7DA     |
|   2011  | 11111011011  |     7DB     |
|   2012  | 11111011100  |     7DC     |
|   2013  | 11111011101  |     7DD     |
|   2014  | 11111011110  |     7DE     |
|   2015  | 11111011111  |     7DF     |
|   2016  | 11111100000  |     7E0     |
|   2017  | 11111100001  |     7E1     |
|   2018  | 11111100010  |     7E2     |
|   2019  | 11111100011  |     7E3     |
|   2020  | 11111100100  |     7E4     |
|   2021  | 11111100101  |     7E5     |
|   2022  | 11111100110  |     7E6     |
|   2023  | 11111100111  |     7E7     |
|   2024  | 11111101000  |     7E8     |
|   2025  | 11111101001  |     7E9     |
|   2026  | 11111101010  |     7EA     |
|   2027  | 11111101011  |     7EB     |
|   2028  | 11111101100  |     7EC     |
|   2029  | 11111101101  |     7ED     |
|   2030  | 11111101110  |     7EE     |
|   2031  | 11111101111  |     7EF     |
|   2032  | 11111110000  |     7F0     |
|   2033  | 11111110001  |     7F1     |
|   2034  | 11111110010  |     7F2     |
|   2035  | 11111110011  |     7F3     |
|   2036  | 11111110100  |     7F4     |
|   2037  | 11111110101  |     7F5     |
|   2038  | 11111110110  |     7F6     |
|   2039  | 11111110111  |     7F7     |
|   2040  | 11111111000  |     7F8     |
|   2041  | 11111111001  |     7F9     |
|   2042  | 11111111010  |     7FA     |
|   2043  | 11111111011  |     7FB     |
|   2044  | 11111111100  |     7FC     |
|   2045  | 11111111101  |     7FD     |
|   2046  | 11111111110  |     7FE     |
|   2047  | 11111111111  |     7FF     |
|   2048  | 100000000000 |     800     |
|   2049  | 100000000001 |     801     |
|   2050  | 100000000010 |     802     |
|   2051  | 100000000011 |     803     |
|   2052  | 100000000100 |     804     |
|   2053  | 100000000101 |     805     |
|   2054  | 100000000110 |     806     |
|   2055  | 100000000111 |     807     |
|   2056  | 100000001000 |     808     |
|   2057  | 100000001001 |     809     |
|   2058  | 100000001010 |     80A     |
|   2059  | 100000001011 |     80B     |
|   2060  | 100000001100 |     80C     |
|   2061  | 100000001101 |     80D     |
|   2062  | 100000001110 |     80E     |
|   2063  | 100000001111 |     80F     |
|   2064  | 100000010000 |     810     |
|   2065  | 100000010001 |     811     |
|   2066  | 100000010010 |     812     |
|   2067  | 100000010011 |     813     |
|   2068  | 100000010100 |     814     |
|   2069  | 100000010101 |     815     |
|   2070  | 100000010110 |     816     |
|   2071  | 100000010111 |     817     |
|   2072  | 100000011000 |     818     |
|   2073  | 100000011001 |     819     |
|   2074  | 100000011010 |     81A     |
|   2075  | 100000011011 |     81B     |
|   2076  | 100000011100 |     81C     |
|   2077  | 100000011101 |     81D     |
|   2078  | 100000011110 |     81E     |
|   2079  | 100000011111 |     81F     |
|   2080  | 100000100000 |     820     |
|   2081  | 100000100001 |     821     |
|   2082  | 100000100010 |     822     |
|   2083  | 100000100011 |     823     |
|   2084  | 100000100100 |     824     |
|   2085  | 100000100101 |     825     |
|   2086  | 100000100110 |     826     |
|   2087  | 100000100111 |     827     |
|   2088  | 100000101000 |     828     |
|   2089  | 100000101001 |     829     |
|   2090  | 100000101010 |     82A     |
|   2091  | 100000101011 |     82B     |
|   2092  | 100000101100 |     82C     |
|   2093  | 100000101101 |     82D     |
|   2094  | 100000101110 |     82E     |
|   2095  | 100000101111 |     82F     |
|   2096  | 100000110000 |     830     |
|   2097  | 100000110001 |     831     |
|   2098  | 100000110010 |     832     |
|   2099  | 100000110011 |     833     |
|   2100  | 100000110100 |     834     |
|   2101  | 100000110101 |     835     |
|   2102  | 100000110110 |     836     |
|   2103  | 100000110111 |     837     |
|   2104  | 100000111000 |     838     |
|   2105  | 100000111001 |     839     |
|   2106  | 100000111010 |     83A     |
|   2107  | 100000111011 |     83B     |
|   2108  | 100000111100 |     83C     |
|   2109  | 100000111101 |     83D     |
|   2110  | 100000111110 |     83E     |
|   2111  | 100000111111 |     83F     |
|   2112  | 100001000000 |     840     |
+---------+--------------+-------------+
Tiempo Transcurrido: 0.006005525588989258 segundos
